temperature,answer,raw
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
0.1,berry,berry
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,banana,banana
0.1,berry,berry
