temperature,raw,answer,iteration
0.1,friday,friday,1
0.1,friday,friday,2
0.1,friday,friday,3
0.1,friday,friday,4
0.1,friday,friday,5
0.1,friday,friday,6
0.1,friday,friday,7
0.1,friday,friday,8
0.1,friday,friday,9
0.1,friday,friday,10
0.1,friday,friday,11
0.1,friday,friday,12
0.1,friday,friday,13
0.1,friday,friday,14
0.1,friday,friday,15
0.1,friday,friday,16
0.1,friday,friday,17
0.1,friday,friday,18
0.1,friday,friday,19
0.1,friday,friday,20
0.1,friday,friday,21
0.1,friday,friday,22
0.1,friday,friday,23
0.1,friday,friday,24
0.1,friday,friday,25
0.1,friday,friday,26
0.1,friday,friday,27
0.1,friday,friday,28
0.1,friday,friday,29
0.1,friday,friday,30
0.1,friday,friday,31
0.1,friday,friday,32
0.1,friday,friday,33
0.1,friday,friday,34
0.1,friday,friday,35
0.1,friday,friday,36
0.1,friday,friday,37
0.1,friday,friday,38
0.1,friday,friday,39
0.1,friday,friday,40
0.1,friday,friday,41
0.1,friday,friday,42
0.1,friday,friday,43
0.1,friday,friday,44
0.1,friday,friday,45
0.1,friday,friday,46
0.1,friday,friday,47
0.1,friday,friday,48
0.1,friday,friday,49
0.1,friday,friday,50
0.1,friday,friday,51
0.1,friday,friday,52
0.1,friday,friday,53
0.1,friday,friday,54
0.1,friday,friday,55
0.1,friday,friday,56
0.1,friday,friday,57
0.1,friday,friday,58
0.1,friday,friday,59
0.1,friday,friday,60
0.1,friday,friday,61
0.1,friday,friday,62
0.1,friday,friday,63
0.1,friday,friday,64
0.1,friday,friday,65
0.1,friday,friday,66
0.1,friday,friday,67
0.1,friday,friday,68
0.1,friday,friday,69
0.1,friday,friday,70
0.1,friday,friday,71
0.1,friday,friday,72
0.1,friday,friday,73
0.1,friday,friday,74
0.1,friday,friday,75
0.1,friday,friday,76
0.1,friday,friday,77
0.1,friday,friday,78
0.1,friday,friday,79
0.1,friday,friday,80
0.1,friday,friday,81
0.1,friday,friday,82
0.1,friday,friday,83
0.1,friday,friday,84
0.1,friday,friday,85
0.1,friday,friday,86
0.1,friday,friday,87
0.1,friday,friday,88
0.1,friday,friday,89
0.1,friday,friday,90
0.1,friday,friday,91
0.1,friday,friday,92
0.1,friday,friday,93
0.1,friday,friday,94
0.1,friday,friday,95
0.1,friday,friday,96
0.1,friday,friday,97
0.1,friday,friday,98
0.1,friday,friday,99
0.1,friday,friday,100
0.1,friday,friday,101
0.1,friday,friday,102
0.1,friday,friday,103
0.1,friday,friday,104
0.1,friday,friday,105
0.1,friday,friday,106
0.1,friday,friday,107
0.1,friday,friday,108
0.1,friday,friday,109
0.1,friday,friday,110
0.1,friday,friday,111
0.1,friday,friday,112
0.1,friday,friday,113
0.1,friday,friday,114
0.1,friday,friday,115
0.1,friday,friday,116
0.1,friday,friday,117
0.1,friday,friday,118
0.1,friday,friday,119
0.1,friday,friday,120
0.1,friday,friday,121
0.1,friday,friday,122
0.1,friday,friday,123
0.1,friday,friday,124
0.1,friday,friday,125
0.1,friday,friday,126
0.1,friday,friday,127
0.1,friday,friday,128
0.1,friday,friday,129
0.1,friday,friday,130
0.1,friday,friday,131
0.1,friday,friday,132
0.1,friday,friday,133
0.1,friday,friday,134
0.1,friday,friday,135
0.1,friday,friday,136
0.1,friday,friday,137
0.1,friday,friday,138
0.1,friday,friday,139
0.1,friday,friday,140
0.1,friday,friday,141
0.1,friday,friday,142
0.1,friday,friday,143
0.1,friday,friday,144
0.1,friday,friday,145
0.1,friday,friday,146
0.1,friday,friday,147
0.1,friday,friday,148
0.1,friday,friday,149
0.1,friday,friday,150
0.1,friday,friday,151
0.1,friday,friday,152
0.1,friday,friday,153
0.1,friday,friday,154
0.1,friday,friday,155
0.1,friday,friday,156
0.1,friday,friday,157
0.1,friday,friday,158
0.1,friday,friday,159
0.1,friday,friday,160
0.1,friday,friday,161
0.1,friday,friday,162
0.1,friday,friday,163
0.1,friday,friday,164
0.1,friday,friday,165
0.1,friday,friday,166
0.1,friday,friday,167
0.1,friday,friday,168
0.1,friday,friday,169
0.1,friday,friday,170
0.1,friday,friday,171
0.1,friday,friday,172
0.1,friday,friday,173
0.1,friday,friday,174
0.1,friday,friday,175
0.1,friday,friday,176
0.1,friday,friday,177
0.1,friday,friday,178
0.1,friday,friday,179
0.1,friday,friday,180
0.1,friday,friday,181
0.1,friday,friday,182
0.1,friday,friday,183
0.1,friday,friday,184
0.1,friday,friday,185
0.1,friday,friday,186
0.1,friday,friday,187
0.1,friday,friday,188
0.1,friday,friday,189
0.1,friday,friday,190
0.1,friday,friday,191
0.1,friday,friday,192
0.1,friday,friday,193
0.1,friday,friday,194
0.1,friday,friday,195
0.1,friday,friday,196
0.1,friday,friday,197
0.1,friday,friday,198
0.1,friday,friday,199
0.1,friday,friday,200
0.1,friday,friday,201
0.1,friday,friday,202
0.1,friday,friday,203
0.1,friday,friday,204
0.1,friday,friday,205
0.1,friday,friday,206
0.1,friday,friday,207
0.1,friday,friday,208
0.1,friday,friday,209
0.1,friday,friday,210
0.1,friday,friday,211
0.1,friday,friday,212
0.1,friday,friday,213
0.1,friday,friday,214
0.1,friday,friday,215
0.1,friday,friday,216
0.1,friday,friday,217
0.1,friday,friday,218
0.1,friday,friday,219
0.1,friday,friday,220
0.1,friday,friday,221
0.1,friday,friday,222
0.1,friday,friday,223
0.1,friday,friday,224
0.1,friday,friday,225
0.1,friday,friday,226
0.1,friday,friday,227
0.1,friday,friday,228
0.1,friday,friday,229
0.1,friday,friday,230
0.1,friday,friday,231
0.1,friday,friday,232
0.1,friday,friday,233
0.1,friday,friday,234
0.1,friday,friday,235
0.1,friday,friday,236
0.1,friday,friday,237
0.1,friday,friday,238
0.1,friday,friday,239
0.1,friday,friday,240
0.1,friday,friday,241
0.1,friday,friday,242
0.1,friday,friday,243
0.1,friday,friday,244
0.1,friday,friday,245
0.1,friday,friday,246
0.1,friday,friday,247
0.1,friday,friday,248
0.1,friday,friday,249
0.1,friday,friday,250
0.1,friday,friday,251
0.1,friday,friday,252
0.1,friday,friday,253
0.1,friday,friday,254
0.1,friday,friday,255
0.1,friday,friday,256
0.1,friday,friday,257
0.1,friday,friday,258
0.1,friday,friday,259
0.1,friday,friday,260
0.1,friday,friday,261
0.1,friday,friday,262
0.1,friday,friday,263
0.1,friday,friday,264
0.1,friday,friday,265
0.1,friday,friday,266
0.1,friday,friday,267
0.1,friday,friday,268
0.1,friday,friday,269
0.1,friday,friday,270
0.1,friday,friday,271
0.1,friday,friday,272
0.1,friday,friday,273
0.1,friday,friday,274
0.1,friday,friday,275
0.1,friday,friday,276
0.1,friday,friday,277
0.1,friday,friday,278
0.1,friday,friday,279
0.1,friday,friday,280
0.1,friday,friday,281
0.1,friday,friday,282
0.1,friday,friday,283
0.1,friday,friday,284
0.1,friday,friday,285
0.1,friday,friday,286
0.1,friday,friday,287
0.1,friday,friday,288
0.1,friday,friday,289
0.1,friday,friday,290
0.1,friday,friday,291
0.1,friday,friday,292
0.1,friday,friday,293
0.1,friday,friday,294
0.1,friday,friday,295
0.1,friday,friday,296
0.1,friday,friday,297
0.1,friday,friday,298
0.1,friday,friday,299
0.1,friday,friday,300
0.1,friday,friday,301
0.1,friday,friday,302
0.1,friday,friday,303
0.1,friday,friday,304
0.1,friday,friday,305
0.1,friday,friday,306
0.1,friday,friday,307
0.1,friday,friday,308
0.1,friday,friday,309
0.1,friday,friday,310
0.1,friday,friday,311
0.1,friday,friday,312
0.1,friday,friday,313
0.1,friday,friday,314
0.1,friday,friday,315
0.1,friday,friday,316
0.1,friday,friday,317
0.1,friday,friday,318
0.1,friday,friday,319
0.1,friday,friday,320
0.1,friday,friday,321
0.1,friday,friday,322
0.1,friday,friday,323
0.1,friday,friday,324
0.1,friday,friday,325
0.1,friday,friday,326
0.1,friday,friday,327
0.1,friday,friday,328
0.1,friday,friday,329
0.1,friday,friday,330
0.1,friday,friday,331
0.1,friday,friday,332
0.1,friday,friday,333
0.1,friday,friday,334
0.1,friday,friday,335
0.1,friday,friday,336
0.1,friday,friday,337
0.1,friday,friday,338
0.1,friday,friday,339
0.1,friday,friday,340
0.1,friday,friday,341
0.1,friday,friday,342
0.1,friday,friday,343
0.1,friday,friday,344
0.1,friday,friday,345
0.1,friday,friday,346
0.1,friday,friday,347
0.1,friday,friday,348
0.1,friday,friday,349
0.1,friday,friday,350
0.1,friday,friday,351
0.1,friday,friday,352
0.1,friday,friday,353
0.1,friday,friday,354
0.1,friday,friday,355
0.1,friday,friday,356
0.1,friday,friday,357
0.1,friday,friday,358
0.1,friday,friday,359
0.1,friday,friday,360
0.1,friday,friday,361
0.1,friday,friday,362
0.1,friday,friday,363
0.1,friday,friday,364
0.1,friday,friday,365
0.1,friday,friday,366
0.1,friday,friday,367
0.1,friday,friday,368
0.1,friday,friday,369
0.1,friday,friday,370
0.1,friday,friday,371
0.1,friday,friday,372
0.1,friday,friday,373
0.1,friday,friday,374
0.1,friday,friday,375
0.1,friday,friday,376
0.1,friday,friday,377
0.1,friday,friday,378
0.1,friday,friday,379
0.1,friday,friday,380
0.1,friday,friday,381
0.1,friday,friday,382
0.1,friday,friday,383
0.1,friday,friday,384
0.1,friday,friday,385
0.1,friday,friday,386
0.1,friday,friday,387
0.1,friday,friday,388
0.1,friday,friday,389
0.1,friday,friday,390
0.1,friday,friday,391
0.1,friday,friday,392
0.1,friday,friday,393
0.1,friday,friday,394
0.1,friday,friday,395
0.1,friday,friday,396
