temperature,raw,answer,iteration
0.1,wednesday,wednesday,1
0.1,wednesday,wednesday,2
0.1,wednesday,wednesday,3
0.1,wednesday,wednesday,4
0.1,wednesday,wednesday,5
0.1,wednesday,wednesday,6
0.1,wednesday,wednesday,7
0.1,wednesday,wednesday,8
0.1,wednesday,wednesday,9
0.1,wednesday,wednesday,10
0.1,wednesday,wednesday,11
0.1,wednesday,wednesday,12
0.1,wednesday,wednesday,13
0.1,wednesday,wednesday,14
0.1,wednesday,wednesday,15
0.1,wednesday,wednesday,16
0.1,wednesday,wednesday,17
0.1,wednesday,wednesday,18
0.1,wednesday,wednesday,19
0.1,wednesday,wednesday,20
0.1,sunday,sunday,21
0.1,wednesday,wednesday,22
0.1,wednesday,wednesday,23
0.1,wednesday,wednesday,24
0.1,wednesday,wednesday,25
0.1,wednesday,wednesday,26
0.1,wednesday,wednesday,27
0.1,wednesday,wednesday,28
0.1,wednesday,wednesday,29
0.1,wednesday,wednesday,30
0.1,wednesday,wednesday,31
0.1,wednesday,wednesday,32
0.1,wednesday,wednesday,33
0.1,wednesday,wednesday,34
0.1,wednesday,wednesday,35
0.1,wednesday,wednesday,36
0.1,wednesday,wednesday,37
0.1,wednesday,wednesday,38
0.1,wednesday,wednesday,39
0.1,wednesday,wednesday,40
0.1,wednesday,wednesday,41
0.1,wednesday,wednesday,42
0.1,wednesday,wednesday,43
0.1,wednesday,wednesday,44
0.1,wednesday,wednesday,45
0.1,wednesday,wednesday,46
0.1,wednesday,wednesday,47
0.1,wednesday,wednesday,48
0.1,wednesday,wednesday,49
0.1,wednesday,wednesday,50
0.1,wednesday,wednesday,51
0.1,wednesday,wednesday,52
0.1,wednesday,wednesday,53
0.1,wednesday,wednesday,54
0.1,wednesday,wednesday,55
0.1,wednesday,wednesday,56
0.1,wednesday,wednesday,57
0.1,wednesday,wednesday,58
0.1,wednesday,wednesday,59
0.1,wednesday,wednesday,60
0.1,wednesday,wednesday,61
0.1,sunday,sunday,62
0.1,wednesday,wednesday,63
0.1,wednesday,wednesday,64
0.1,wednesday,wednesday,65
0.1,wednesday,wednesday,66
0.1,sunday,sunday,67
0.1,wednesday,wednesday,68
0.1,wednesday,wednesday,69
0.1,wednesday,wednesday,70
0.1,wednesday,wednesday,71
0.1,wednesday,wednesday,72
0.1,wednesday,wednesday,73
0.1,wednesday,wednesday,74
0.1,wednesday,wednesday,75
0.1,wednesday,wednesday,76
0.1,wednesday,wednesday,77
0.1,wednesday,wednesday,78
0.1,wednesday,wednesday,79
0.1,wednesday,wednesday,80
0.1,wednesday,wednesday,81
0.1,wednesday,wednesday,82
0.1,wednesday,wednesday,83
0.1,wednesday,wednesday,84
0.1,wednesday,wednesday,85
0.1,wednesday,wednesday,86
0.1,wednesday,wednesday,87
0.1,wednesday,wednesday,88
0.1,wednesday,wednesday,89
0.1,wednesday,wednesday,90
0.1,wednesday,wednesday,91
