temperature,raw,answer,iteration
0.1,sunday,sunday,1
0.1,sunday,sunday,2
0.1,sunday,sunday,3
0.1,sunday,sunday,4
0.1,sunday,sunday,5
0.1,sunday,sunday,6
0.1,sunday,sunday,7
0.1,sunday,sunday,8
0.1,sunday,sunday,9
0.1,sunday,sunday,10
0.1,sunday,sunday,11
0.1,sunday,sunday,12
0.1,sunday,sunday,13
0.1,sunday,sunday,14
0.1,sunday,sunday,15
0.1,sunday,sunday,16
0.1,sunday,sunday,17
0.1,sunday,sunday,18
0.1,sunday,sunday,19
0.1,sunday,sunday,20
0.1,sunday,sunday,21
0.1,sunday,sunday,22
0.1,sunday,sunday,23
0.1,sunday,sunday,24
0.1,sunday,sunday,25
0.1,sunday,sunday,26
0.1,sunday,sunday,27
0.1,sunday,sunday,28
0.1,sunday,sunday,29
0.1,sunday,sunday,30
0.1,sunday,sunday,31
0.1,sunday,sunday,32
0.1,sunday,sunday,33
0.1,sunday,sunday,34
0.1,sunday,sunday,35
0.1,sunday,sunday,36
0.1,sunday,sunday,37
0.1,sunday,sunday,38
0.1,sunday,sunday,39
0.1,sunday,sunday,40
0.1,sunday,sunday,41
0.1,sunday,sunday,42
0.1,sunday,sunday,43
0.1,sunday,sunday,44
0.1,sunday,sunday,45
0.1,sunday,sunday,46
0.1,sunday,sunday,47
0.1,sunday,sunday,48
0.1,sunday,sunday,49
0.1,sunday,sunday,50
0.1,sunday,sunday,51
0.1,sunday,sunday,52
0.1,sunday,sunday,53
0.1,sunday,sunday,54
0.1,sunday,sunday,55
0.1,sunday,sunday,56
0.1,sunday,sunday,57
0.1,sunday,sunday,58
0.1,sunday,sunday,59
0.1,sunday,sunday,60
0.1,sunday,sunday,61
0.1,sunday,sunday,62
0.1,sunday,sunday,63
0.1,sunday,sunday,64
0.1,sunday,sunday,65
0.1,sunday,sunday,66
0.1,sunday,sunday,67
0.1,sunday,sunday,68
0.1,sunday,sunday,69
0.1,sunday,sunday,70
0.1,sunday,sunday,71
0.1,sunday,sunday,72
0.1,sunday,sunday,73
0.1,sunday,sunday,74
0.1,sunday,sunday,75
0.1,sunday,sunday,76
0.1,sunday,sunday,77
0.1,sunday,sunday,78
0.1,sunday,sunday,79
0.1,sunday,sunday,80
0.1,sunday,sunday,81
0.1,sunday,sunday,82
0.1,sunday,sunday,83
0.1,sunday,sunday,84
0.1,sunday,sunday,85
0.1,sunday,sunday,86
0.1,sunday,sunday,87
0.1,sunday,sunday,88
0.1,sunday,sunday,89
0.1,sunday,sunday,90
0.1,sunday,sunday,91
0.1,sunday,sunday,92
0.1,sunday,sunday,93
0.1,sunday,sunday,94
0.1,sunday,sunday,95
0.1,sunday,sunday,96
0.1,sunday,sunday,97
0.1,sunday,sunday,98
0.1,sunday,sunday,99
0.1,sunday,sunday,100
0.1,sunday,sunday,101
0.1,sunday,sunday,102
0.1,sunday,sunday,103
0.1,sunday,sunday,104
0.1,sunday,sunday,105
0.1,sunday,sunday,106
0.1,sunday,sunday,107
0.1,sunday,sunday,108
0.1,sunday,sunday,109
0.1,sunday,sunday,110
0.1,sunday,sunday,111
0.1,sunday,sunday,112
0.1,sunday,sunday,113
0.1,sunday,sunday,114
0.1,sunday,sunday,115
0.1,sunday,sunday,116
0.1,sunday,sunday,117
0.1,sunday,sunday,118
0.1,sunday,sunday,119
0.1,sunday,sunday,120
0.1,sunday,sunday,121
0.1,sunday,sunday,122
0.1,sunday,sunday,123
0.1,sunday,sunday,124
0.1,sunday,sunday,125
0.1,sunday,sunday,126
0.1,sunday,sunday,127
0.1,sunday,sunday,128
0.1,sunday,sunday,129
0.1,sunday,sunday,130
0.1,sunday,sunday,131
0.1,sunday,sunday,132
0.1,sunday,sunday,133
0.1,sunday,sunday,134
0.1,sunday,sunday,135
0.1,sunday,sunday,136
0.1,sunday,sunday,137
0.1,sunday,sunday,138
0.1,sunday,sunday,139
0.1,sunday,sunday,140
0.1,sunday,sunday,141
0.1,sunday,sunday,142
0.1,sunday,sunday,143
0.1,sunday,sunday,144
0.1,sunday,sunday,145
0.1,sunday,sunday,146
0.1,sunday,sunday,147
0.1,sunday,sunday,148
0.1,sunday,sunday,149
0.1,sunday,sunday,150
0.1,sunday,sunday,151
0.1,sunday,sunday,152
0.1,sunday,sunday,153
0.1,sunday,sunday,154
0.1,sunday,sunday,155
0.1,sunday,sunday,156
0.1,sunday,sunday,157
0.1,sunday,sunday,158
0.1,sunday,sunday,159
0.1,sunday,sunday,160
0.1,sunday,sunday,161
0.1,sunday,sunday,162
0.1,sunday,sunday,163
0.1,sunday,sunday,164
0.1,sunday,sunday,165
0.1,sunday,sunday,166
0.1,sunday,sunday,167
0.1,sunday,sunday,168
0.1,sunday,sunday,169
0.1,sunday,sunday,170
0.1,sunday,sunday,171
0.1,sunday,sunday,172
0.1,sunday,sunday,173
0.1,sunday,sunday,174
0.1,sunday,sunday,175
0.1,sunday,sunday,176
0.1,sunday,sunday,177
0.1,sunday,sunday,178
0.1,sunday,sunday,179
0.1,sunday,sunday,180
0.1,sunday,sunday,181
0.1,sunday,sunday,182
0.1,sunday,sunday,183
0.1,sunday,sunday,184
0.1,sunday,sunday,185
0.1,sunday,sunday,186
0.1,sunday,sunday,187
0.1,sunday,sunday,188
0.1,sunday,sunday,189
0.1,sunday,sunday,190
0.1,sunday,sunday,191
0.1,sunday,sunday,192
0.1,sunday,sunday,193
0.1,sunday,sunday,194
0.1,sunday,sunday,195
0.1,sunday,sunday,196
0.1,sunday,sunday,197
0.1,sunday,sunday,198
0.1,sunday,sunday,199
0.1,sunday,sunday,200
0.1,sunday,sunday,201
0.1,sunday,sunday,202
0.1,sunday,sunday,203
0.1,sunday,sunday,204
0.1,sunday,sunday,205
0.1,sunday,sunday,206
0.1,sunday,sunday,207
0.1,sunday,sunday,208
0.1,sunday,sunday,209
0.1,sunday,sunday,210
0.1,sunday,sunday,211
0.1,sunday,sunday,212
0.1,sunday,sunday,213
0.1,sunday,sunday,214
0.1,sunday,sunday,215
0.1,sunday,sunday,216
0.1,sunday,sunday,217
0.1,sunday,sunday,218
0.1,sunday,sunday,219
0.1,sunday,sunday,220
0.1,sunday,sunday,221
0.1,sunday,sunday,222
0.1,sunday,sunday,223
0.1,sunday,sunday,224
0.1,sunday,sunday,225
0.1,sunday,sunday,226
0.1,sunday,sunday,227
0.1,sunday,sunday,228
0.1,sunday,sunday,229
0.1,sunday,sunday,230
0.1,sunday,sunday,231
0.1,sunday,sunday,232
0.1,sunday,sunday,233
0.1,sunday,sunday,234
0.1,sunday,sunday,235
0.1,sunday,sunday,236
0.1,sunday,sunday,237
0.1,sunday,sunday,238
0.1,sunday,sunday,239
0.1,sunday,sunday,240
0.1,sunday,sunday,241
0.1,sunday,sunday,242
0.1,sunday,sunday,243
0.1,sunday,sunday,244
0.1,sunday,sunday,245
0.1,sunday,sunday,246
0.1,sunday,sunday,247
0.1,sunday,sunday,248
0.1,sunday,sunday,249
0.1,sunday,sunday,250
0.1,sunday,sunday,251
0.1,sunday,sunday,252
0.1,sunday,sunday,253
0.1,sunday,sunday,254
0.1,sunday,sunday,255
0.1,sunday,sunday,256
0.1,sunday,sunday,257
0.1,sunday,sunday,258
0.1,sunday,sunday,259
0.1,sunday,sunday,260
0.1,sunday,sunday,261
0.1,sunday,sunday,262
0.1,sunday,sunday,263
0.1,sunday,sunday,264
0.1,sunday,sunday,265
0.1,sunday,sunday,266
0.1,sunday,sunday,267
0.1,sunday,sunday,268
0.1,sunday,sunday,269
0.1,sunday,sunday,270
0.1,sunday,sunday,271
0.1,sunday,sunday,272
0.1,sunday,sunday,273
0.1,sunday,sunday,274
0.1,sunday,sunday,275
0.1,sunday,sunday,276
0.1,sunday,sunday,277
0.1,sunday,sunday,278
0.1,sunday,sunday,279
0.1,sunday,sunday,280
0.1,sunday,sunday,281
0.1,sunday,sunday,282
0.1,sunday,sunday,283
0.1,sunday,sunday,284
0.1,sunday,sunday,285
0.1,sunday,sunday,286
0.1,sunday,sunday,287
0.1,sunday,sunday,288
0.1,sunday,sunday,289
0.1,sunday,sunday,290
0.1,sunday,sunday,291
0.1,sunday,sunday,292
0.1,sunday,sunday,293
0.1,sunday,sunday,294
0.1,sunday,sunday,295
0.1,sunday,sunday,296
0.1,sunday,sunday,297
0.1,sunday,sunday,298
0.1,sunday,sunday,299
0.1,sunday,sunday,300
0.1,sunday,sunday,301
0.1,sunday,sunday,302
0.1,sunday,sunday,303
0.1,sunday,sunday,304
0.1,sunday,sunday,305
