question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,Axolotl,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,1,Axolotl,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,2,Albino Alligator Snake,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,3,Aardvark,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,4,Axolotl,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,0,Archivist,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,1,Alveolar surgeon,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,2,Ammunition Designer,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,3,Alchemist,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,4,Alehouse Keeper,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,0,Bacuri,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,1,Bacuri,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,2,Bacaba,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,3,Bacurico,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,4,Bacuri,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,0,Bloodroot flower,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,1,Blood-orange,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,2,Bloodberry,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,3,Bloodroot flower,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,4,Bloodstone,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q005,C,Countries,0,Comoros,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
Q005,C,Countries,1,Clunia,qwen2.5:7b,qwen_Player_1_Obscure_obscure_20,2.0,40,baseline
