question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,Aardvark,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,1,Aardvark,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,2,Aardvark,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,3,Aardvark,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,4,Aardvark,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,0,Accountant,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,1,Astronaut,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,2,Art Therapist,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,3,Astronaut,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,4,Accountant,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,0,Blueberry,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,1,Blueberry,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,2,Banana,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,3,Banana,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,4,Blood orange,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,0,Fire engine,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,1,Blood,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,2,Brandy,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,3,Brick,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,4,Bricks,llama3.2:3b,llama_Player_1_opt_20,2.0,40,baseline
