question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,Aardvark,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,1,Anteater,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,2,Albatross,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,3,Ants,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q001,A,Animals,4,Armadillo,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,0,accountant,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,1,Actuary,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,2,Acupuncturist,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,3,Accountant,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q002,A,Jobs,4,AerobaticInstructor,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,0,banana,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,1,Blackberries,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,2,Banana,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,3,Blueberry,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q003,B,Fruits,4,bananas,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,0,Baseball,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,1,Basketball,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,2,Beanbag,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,3,Baseball,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q004,B,Things that are red,4,Beanbag,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q005,C,Countries,0,Cambodia,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q005,C,Countries,1,Cameroon,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q005,C,Countries,2,Cuba,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q005,C,Countries,3,Cameroon,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q005,C,Countries,4,Cambodia,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q006,C,Board games,0,Chess,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q006,C,Board games,1,Candyland,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q006,C,Board games,2,Chess,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q006,C,Board games,3,Checkers,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q006,C,Board games,4,Carcassonne,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q007,D,Musical instruments,0,Drums,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q007,D,Musical instruments,1,D mandolin,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q007,D,Musical instruments,2,Didjeridoo,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q007,D,Musical instruments,3,Drums,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q007,D,Musical instruments,4,Didgeridoo,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q008,D,Things in a bathroom,0,Drawer,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q008,D,Things in a bathroom,1,Drainer,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q008,D,Things in a bathroom,2,Doorway,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q008,D,Things in a bathroom,3,Toothbrush,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q008,D,Things in a bathroom,4,Toothbrush,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q009,E,Sports,0,e-sports,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q009,E,Sports,1,Equestrian,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q009,E,Sports,2,Equestrian,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
Q009,E,Sports,3,equestrian,gemma2:2b,gemma_Player_1_opt_20,2.0,40,baseline
