question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,Ailuravireola,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,1,Aye-Aye,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,2,Aye-Aye,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,3,Ailuravidae,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q001,A,Animals,4,Axolotl,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,0,Anthropometry,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,1,Abalone Diver,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,2,Archaeomicrobiologist,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,3,Aepyornithologist,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q002,A,Jobs,4,Aerothermologist,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,0,Bulino,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,1,Boysenberry,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,2,Biriba,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,3,Barbados cherry,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q003,B,Fruits,4,Barberry,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,0,Beech mast,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,1,Bleached Red Coral,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,2,Barberries,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,3,Bloodstone,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q004,B,Things that are red,4,Brachyspermum barteri,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q005,C,Countries,0,Christmas Island,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q005,C,Countries,1,Central African Republic,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q005,C,Countries,2,Curacao,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q005,C,Countries,3,Cambodia,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q005,C,Countries,4,Cayman Islands,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q006,C,Board games,0,Crokinole,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q006,C,Board games,1,Cyranomachy,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q006,C,Board games,2,Cosmic Encounter,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q006,C,Board games,3,Cutthroat Canasta,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q006,C,Board games,4,Cosmognosis,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q007,D,Musical instruments,0,Didjeridoo,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q007,D,Musical instruments,1,Dulcimerbayan,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q007,D,Musical instruments,2,Dulcimerphone,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q007,D,Musical instruments,3,Dulcimeran,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q007,D,Musical instruments,4,Danse Bop,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q008,D,Things in a bathroom,0,Dilute,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q008,D,Things in a bathroom,1,Dermatograph paper,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q008,D,Things in a bathroom,2,Dandruff remover,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q008,D,Things in a bathroom,3,Deodorizer pad,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
Q008,D,Things in a bathroom,4,Deodorizer strip,llama3.2:3b,llama_Player_2_Obscure_obscure_20,2.0,40,baseline
