question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,Alligator,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q001,A,Animals,1,Alpaca,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q001,A,Animals,2,Aardvark,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q001,A,Animals,3,Alpaca,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q001,A,Animals,4,Antelope,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q002,A,Jobs,0,Accountant,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q002,A,Jobs,1,Accountant,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q002,A,Jobs,2,Accountant,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q002,A,Jobs,3,Architect,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q002,A,Jobs,4,Accountant,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q003,B,Fruits,0,Blueberry,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q003,B,Fruits,1,Bananas,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q003,B,Fruits,2,Blackberry,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q003,B,Fruits,3,Berries,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q003,B,Fruits,4,Blackberry,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q004,B,Things that are red,0,Bike,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q004,B,Things that are red,1,Brick,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q004,B,Things that are red,2,Bandanna,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q004,B,Things that are red,3,Baseball,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q004,B,Things that are red,4,Bicycle,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q005,C,Countries,0,Cameroon,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q005,C,Countries,1,Cambodia,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q005,C,Countries,2,Cuba,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q005,C,Countries,3,Cameroon,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q005,C,Countries,4,Cambodia,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q006,C,Board games,0,Clue,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q006,C,Board games,1,CandyLand,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q006,C,Board games,2,Candyland,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q006,C,Board games,3,Clue,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q006,C,Board games,4,Chess,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q007,D,Musical instruments,0,Didjeridoo,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q007,D,Musical instruments,1,Dulcimer,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q007,D,Musical instruments,2,Didgeridoo,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q007,D,Musical instruments,3,Drum,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q007,D,Musical instruments,4,Didgeridoo,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,0,Drain,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,1,Drawer,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,2,Toothbrush,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,3,Drain,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,4,Drawer,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q009,E,Sports,0,equestrian,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q009,E,Sports,1,Equestrian,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q009,E,Sports,2,Equestrian,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q009,E,Sports,3,Equestrian,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q009,E,Sports,4,e-sport,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q010,E,Movie titles,0,E.T. The Extra-Terrestrial,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q010,E,Movie titles,1,Edward Scissorhands,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q010,E,Movie titles,2,Edward Scissorhands,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q010,E,Movie titles,3,Edward Scissorhands,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q010,E,Movie titles,4,Edward Scissorhands,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q011,F,Fish,0,Flounder,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q011,F,Fish,1,Fluke,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q011,F,Fish,2,Fantail,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q011,F,Fish,3,Flatfish,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q011,F,Fish,4,Fantail,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q012,F,Things in a backpack,0,flashlight,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q012,F,Things in a backpack,1,First aid kit,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q012,F,Things in a backpack,2,Flashlight,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q012,F,Things in a backpack,3,Folder,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q012,F,Things in a backpack,4,Flashlight,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q013,G,U.S. states,0,Georgia,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q013,G,U.S. states,1,Georgia,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q013,G,U.S. states,2,Georgia,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q013,G,U.S. states,3,Georgia,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q013,G,U.S. states,4,Georgia,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q014,G,Foods,0,Garlic,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q014,G,Foods,1,Ginger,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q014,G,Foods,2,Grapefruit,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q014,G,Foods,3,Gingerbread,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q014,G,Foods,4,Gourmet,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q015,H,Famous scientists,0,Hawking,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q015,H,Famous scientists,1,Hawking,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q015,H,Famous scientists,2,Hawking,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q015,H,Famous scientists,3,Hans Christian Andersen,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q015,H,Famous scientists,4,Hawking,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q016,H,Things at the beach,0,Hydrant,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q016,H,Things at the beach,1,Hotel,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q016,H,Things at the beach,2,Hourglass,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q016,H,Things at the beach,3,Hurricane,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q016,H,Things at the beach,4,Hike,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q017,I,Cities,0,Istanbul,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q017,I,Cities,1,Istanbul,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q017,I,Cities,2,Izmir,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q017,I,Cities,3,Istanbul,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q017,I,Cities,4,Istanbul,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q018,I,Things in a classroom,0,Inspector,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q018,I,Things in a classroom,1,Infrared light sensor,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q018,I,Things in a classroom,2,Insects,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q018,I,Things in a classroom,3,Instrument,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q018,I,Things in a classroom,4,Inspecting,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q019,J,Car brands,0,Jensen,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q019,J,Car brands,1,Jeep,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q019,J,Car brands,2,Jeep,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q019,J,Car brands,3,jaguar,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q019,J,Car brands,4,jaguar,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q020,J,Video game titles,0,Jet Set Radio,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q020,J,Video game titles,1,Journey,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q020,J,Video game titles,2,Jagged Alliance,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q020,J,Video game titles,3,Jet Set Radio,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
Q020,J,Video game titles,4,Jet Set Radio,gemma2:2b,gemma_Player_1_default_09,0.9,40,baseline
