question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,Aardvark,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q001,A,Animals,1,Aardvark,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q001,A,Animals,2,Aardvark,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q001,A,Animals,3,Aardvark,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q001,A,Animals,4,Aardvark,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q002,A,Jobs,0,Accountant,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q002,A,Jobs,1,Astronaut,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q002,A,Jobs,2,Architect,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q002,A,Jobs,3,Accountant,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q002,A,Jobs,4,Accountant,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q003,B,Fruits,0,Boysenberry,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q003,B,Fruits,1,Banana,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q003,B,Fruits,2,Banana,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q003,B,Fruits,3,Banana,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q003,B,Fruits,4,Blueberry,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q004,B,Things that are red,0,Burgundy,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q004,B,Things that are red,1,Burgundy,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q004,B,Things that are red,2,Beets,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q004,B,Things that are red,3,Brick Red,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q004,B,Things that are red,4,Brick,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q005,C,Countries,0,Canada,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q005,C,Countries,1,Canada,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q005,C,Countries,2,Canada,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q005,C,Countries,3,China,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q005,C,Countries,4,Canada,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q006,C,Board games,0,Chess,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q006,C,Board games,1,Carcassonne,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q006,C,Board games,2,Carcassonne,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q006,C,Board games,3,Cranium,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q006,C,Board games,4,Chess,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q007,D,Musical instruments,0,Dulcimer,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q007,D,Musical instruments,1,Drums,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q007,D,Musical instruments,2,Drums,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q007,D,Musical instruments,3,Drums,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q007,D,Musical instruments,4,Drums,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,0,Drain,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,1,Drain,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,2,Dryer,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,3,Drain,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q008,D,Things in a bathroom,4,Drain,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
Q009,E,Sports,0,Equestrian,llama3.2:3b,llama_Player_2_default_09,0.9,40,baseline
