source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q001,A,Animals,0,Axolotl,axolotl,1,0,1,Q001::0
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q001,A,Animals,1,Axolotl,axolotl,1,0,1,Q001::1
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q001,A,Animals,2,Albino Alligator Snake,albino alligator snake,0,0,0,Q001::2
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q001,A,Animals,3,Aardvark,aardvark,1,1,0,Q001::3
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q001,A,Animals,4,Axolotl,axolotl,1,0,1,Q001::4
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q002,A,Jobs,0,Archivist,archivist,1,0,1,Q002::0
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q002,A,Jobs,1,Alveolar surgeon,alveolar surgeon,0,0,0,Q002::1
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q002,A,Jobs,2,Ammunition Designer,ammunition designer,0,0,0,Q002::2
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q002,A,Jobs,3,Alchemist,alchemist,1,0,1,Q002::3
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q002,A,Jobs,4,Alehouse Keeper,alehouse keeper,0,0,0,Q002::4
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q003,B,Fruits,0,Bacuri,bacuri,1,1,0,Q003::0
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q003,B,Fruits,1,Bacuri,bacuri,1,0,1,Q003::1
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q003,B,Fruits,2,Bacaba,bacaba,0,0,0,Q003::2
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q003,B,Fruits,3,Bacurico,bacurico,0,0,0,Q003::3
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q003,B,Fruits,4,Bacuri,bacuri,1,0,1,Q003::4
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q004,B,Things that are red,0,Bloodroot flower,bloodroot flower,1,0,1,Q004::0
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q004,B,Things that are red,1,Blood-orange,blood-orange,1,0,1,Q004::1
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q004,B,Things that are red,2,Bloodberry,bloodberry,0,0,0,Q004::2
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q004,B,Things that are red,3,Bloodroot flower,bloodroot flower,1,0,1,Q004::3
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q004,B,Things that are red,4,Bloodstone,bloodstone,0,0,0,Q004::4
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q005,C,Countries,0,Comoros,comoros,1,0,1,Q005::0
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q005,C,Countries,1,Clunia,clunia,0,0,0,Q005::1
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q005,C,Countries,2,Comoros,comoros,1,0,1,Q005::2
part3_selfplay_outputs/self_obscure_20_qwen_Player_1_Obscure.csv,self_obscure_20_qwen_Player_1_Obscure,Q005,C,Countries,3,Cyclones,cyclones,0,0,0,Q005::3
