source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q001,A,Animals,0,Alligator,alligator,1,0,1,Q001::0
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q001,A,Animals,1,Aardvark,aardvark,1,0,1,Q001::1
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q001,A,Animals,2,Alligator,alligator,1,1,0,Q001::2
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q001,A,Animals,3,Alligator,alligator,1,0,1,Q001::3
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q001,A,Animals,4,Aardvark,aardvark,1,0,1,Q001::4
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q002,A,Jobs,0,Actuary,actuary,1,0,1,Q002::0
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q002,A,Jobs,1,Astronaut,astronaut,1,0,1,Q002::1
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q002,A,Jobs,2,Actuary,actuary,1,0,1,Q002::2
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q002,A,Jobs,3,Accountant,accountant,1,1,0,Q002::3
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q002,A,Jobs,4,Actuary,actuary,1,0,1,Q002::4
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q003,B,Fruits,0,Blueberry,blueberry,1,0,1,Q003::0
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q003,B,Fruits,1,Banana,banana,1,0,1,Q003::1
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q003,B,Fruits,2,Banana,banana,1,0,1,Q003::2
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q003,B,Fruits,3,Blood orange,blood orange,1,0,1,Q003::3
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q003,B,Fruits,4,Blueberry,blueberry,1,0,1,Q003::4
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q004,B,Things that are red,0,Burgundy,burgundy,0,0,0,Q004::0
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q004,B,Things that are red,1,Blood,blood,0,0,0,Q004::1
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q004,B,Things that are red,2,Blood,blood,0,0,0,Q004::2
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q004,B,Things that are red,3,Brandy,brandy,0,0,0,Q004::3
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q004,B,Things that are red,4,Burgundy,burgundy,0,0,0,Q004::4
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q005,C,Countries,0,China,china,1,0,1,Q005::0
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q005,C,Countries,1,Canada,canada,1,0,1,Q005::1
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q005,C,Countries,2,Canada,canada,1,0,1,Q005::2
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q005,C,Countries,3,Canada,canada,1,0,1,Q005::3
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q005,C,Countries,4,Croatia,croatia,1,0,1,Q005::4
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q006,C,Board games,0,Cranium,cranium,1,0,1,Q006::0
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q006,C,Board games,1,Carcassonne,carcassonne,1,0,1,Q006::1
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q006,C,Board games,2,Cranium,cranium,1,0,1,Q006::2
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q006,C,Board games,3,Carcassonne,carcassonne,1,0,1,Q006::3
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q006,C,Board games,4,Carcassonne,carcassonne,1,0,1,Q006::4
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q007,D,Musical instruments,0,Drums,drums,1,0,1,Q007::0
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q007,D,Musical instruments,1,Drums,drums,1,0,1,Q007::1
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q007,D,Musical instruments,2,Drums,drums,1,0,1,Q007::2
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q007,D,Musical instruments,3,Drums,drums,1,0,1,Q007::3
part3_crossplay_outputs/default_09_llama.csv,default_09_llama,Q007,D,Musical instruments,4,Drums,drums,1,0,1,Q007::4
